DATE,Avg_WS50M
17/08/2024,8.4654
18/08/2024,10.7654
19/08/2024,10.8831
20/08/2024,4.88
21/08/2024,4.7315
22/08/2024,7.2792
23/08/2024,10.2631
24/08/2024,9.6731
25/08/2024,8.3446
26/08/2024,7.2908
27/08/2024,9.1554
28/08/2024,8.2069
29/08/2024,12.0085
30/08/2024,10.7208
31/08/2024,10.4485
1/09/2024,12.1031
2/09/2024,9.6815
3/09/2024,10.5285
4/09/2024,7.3215
5/09/2024,4.1746
6/09/2024,7.2069
7/09/2024,13.5015
8/09/2024,9.1708
9/09/2024,10.8931
10/09/2024,10.7777
11/09/2024,7.5069
12/09/2024,8.8431
13/09/2024,8.3462
14/09/2024,5.0992
15/09/2024,4.4631
16/09/2024,7.0862
17/09/2024,9.12
18/09/2024,7.4785
19/09/2024,11.3269
20/09/2024,10.3723
21/09/2024,7.2346
22/09/2024,8.9877
23/09/2024,9.5662
24/09/2024,11.2662
25/09/2024,5.2323
26/09/2024,11.1062
27/09/2024,6.5238
28/09/2024,6.9077
29/09/2024,5.5831
30/09/2024,3.6462
1/10/2024,7.5123
2/10/2024,8.58
3/10/2024,7.0985
4/10/2024,3.3623
5/10/2024,5.3246
6/10/2024,9.0723
7/10/2024,9.8308
8/10/2024,11.55
9/10/2024,11.3962
10/10/2024,5.4654
11/10/2024,5.7385
12/10/2024,7.0854
13/10/2024,6.2031
14/10/2024,6.6231
15/10/2024,8.14
16/10/2024,5.02
17/10/2024,3.1969
18/10/2024,4.31
19/10/2024,2.9392
20/10/2024,3.5654
21/10/2024,5.0538
22/10/2024,3.8038
23/10/2024,8.82
24/10/2024,11.7646
25/10/2024,11.4069
26/10/2024,9.6731
27/10/2024,7.9208
28/10/2024,9.4723
29/10/2024,9.9754
30/10/2024,6.9985
31/10/2024,9.1469
1/11/2024,9.6677
2/11/2024,10.5462
3/11/2024,7.0746
4/11/2024,7.0015
5/11/2024,7.74
6/11/2024,2.5669
7/11/2024,6.2738
8/11/2024,9.1877
9/11/2024,10.3
10/11/2024,7.0308
11/11/2024,7.2969
12/11/2024,3.8854
13/11/2024,3.8054
14/11/2024,7.0977
15/11/2024,8.99
16/11/2024,8.7862
17/11/2024,5.5869
18/11/2024,5.1738
19/11/2024,6.4223
20/11/2024,10.5462
21/11/2024,9.7285
22/11/2024,7.8838
23/11/2024,5.1523
24/11/2024,5.9
25/11/2024,8.7062
26/11/2024,7.3123
27/11/2024,5.5954
28/11/2024,10.4985
29/11/2024,5.7508
30/11/2024,5.8592
1/12/2024,5.5431
2/12/2024,5.6769
3/12/2024,10.1585
4/12/2024,9.3792
5/12/2024,11.8108
6/12/2024,5.87
7/12/2024,5.3854
8/12/2024,11.4262
9/12/2024,11.8638
10/12/2024,8.2877
11/12/2024,7.6731
12/12/2024,5.9638
13/12/2024,8.64
14/12/2024,8.6754
15/12/2024,6.5338
16/12/2024,6.8723
17/12/2024,10.8346
18/12/2024,8.6592
19/12/2024,9.7585
20/12/2024,5.3954
21/12/2024,6.6162
22/12/2024,8.0154
23/12/2024,5.6631
24/12/2024,5.4838
25/12/2024,4.3123
26/12/2024,5.69
27/12/2024,11.9154
28/12/2024,5.5277
29/12/2024,4.8869
30/12/2024,7.3408
31/12/2024,10.4892
